# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
EPIC 203826436 b,Confirmed,,,,,,,0.144,0.015,0.015,4.44117,0.00075,0.00075,,,,,,,,,,,2015,09/06/2016,,,,,,,,,,2456893.701,0.008,0.008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 203826436,243.45,-24.78694446,12.52,,,,12.24,,,,-0.03,0.04,0.04,0.9,0.05,0.05,0.85,0.04,0.04,G3V,,,,5413,60,60,,,
EPIC 203826436 c,Confirmed,,,,,,,0.245,0.024,0.024,6.42904,0.00036,0.00036,,,,,,,,,,,2015,09/06/2016,,,,,,,,,,2456898.86,0.0023,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 203826436,243.45,-24.78694446,12.52,,,,12.24,,,,-0.03,0.04,0.04,0.9,0.05,0.05,0.85,0.04,0.04,G3V,,,,5413,60,60,,,
EPIC 203826436 d,Confirmed,,,,,,,0.244,0.032,0.032,14.09189,0.00135,0.00135,,,,,,,,,,,2015,09/06/2016,,,,,,,,,,2456907.232,0.0031,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 203826436,243.45,-24.78694446,12.52,,,,12.24,,,,-0.03,0.04,0.04,0.9,0.05,0.05,0.85,0.04,0.04,G3V,,,,5413,60,60,,,
EPIC 204221263 b,Confirmed,,,,,,,0.138,0.014,0.014,4.01593,0.0005,0.0005,,,,,,,,,,,2016,13/06/2016,,,,,,,,,,2456896.879,0.0054,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,EPIC 204221263,240.0333333,-23.18916668,11.39,,,,11.21,,,,0.28,0.04,0.04,1.07,0.05,0.05,1.1,0.09,0.09,G2V,,,,5757,60,60,,,
EPIC 204221263 c,Confirmed,,,,,,,0.216,0.026,0.026,10.56103,0.0009,0.0009,,,,,,,,,,,2016,13/06/2016,,,,,,,,,,2456900.475,0.0033,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 204221263,240.0333333,-23.18916668,11.39,,,,11.21,,,,0.28,0.04,0.04,1.07,0.05,0.05,1.1,0.09,0.09,G2V,,,,5757,60,60,,,
EPIC 211822797 b,Confirmed,,,,,,,0.2,0.0089,0.018,21.169619,0.001729,0.001665,,,,0.18,0.15,0.27,89.5,0.4,0.3,,2016,07/09/2016,,,,,,,,,,2457123.238,0.0043,0.00443,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211822797,130.4103542,17.64000557,,,,,,,,,,,,0.61,0.02,0.02,0.59,0.03,0.03,,0.8,,,3880,67,67,,,
EPIC 211913977 b,Confirmed,,,,,,,0.18,0.0089,0.0089,14.677286,0.000804,0.000828,,,,0.1,0.08,0.18,89.4,0.5,0.4,,2016,07/09/2016,,,,,,,,,,2457152.681,0.0023,0.00223,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211913977,130.3440875,18.93387502,,,11.16,,,,,,,,,0.8,0.06,0.06,0.73,0.03,0.03,,0.8,,,4819,45,45,,,
EPIC 211969807 b,Confirmed,,,,,,,0.17,0.018,0.0089,1.97419,0.00011,0.00011,,,,0.18,0.14,0.29,88,1.9,1.4,,2016,07/09/2016,,,,,,,,,,2457140.381,0.00261,0.00268,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211969807,129.6367542,19.7738278,,,,,,,,,,,,0.51,50.02,50.02,0.48,0.02,0.02,,0.8,,,3660,67,67,,,
EPIC 211970147 b,Confirmed,,,,,,,0.12,0.0089,0.0089,9.915615,0.001195,0.001209,,,,0.1,0.07,0.16,89,0.6,0.6,,2016,07/09/2016,,,,,,,,,,2457139.655,0.00539,0.00538,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211970147,130.0560458,19.77881114,,,,,,,,,,,,0.77,0.06,0.06,0.71,0.03,0.03,,0.8,,,4695,50,50,,,
EPIC 211990866 b,Confirmed,,,,,,,0.31,0.018,0.018,1.673916,1.30E-05,1.20E-05,,,,0.24,0.12,0.19,85.1,3.1,3.3,,2016,07/09/2016,,,,,,,,,,2457144.067,0.00037,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211990866,129.6012583,20.1060639,,,9.46,,,,,,,,,1.18,0.09,0.09,1.19,0.05,0.05,,0.8,,,6120,90,90,,,
EPIC 216468514 b,Confirmed,0.84,0.08,0.08,,,,1.44,0.15,0.15,3.31392,2.00E-05,2.00E-05,0.048,0.005,0.005,,,,81.9,0.7,0.7,,2016,21/02/2017,,,,,,,,,,2457304.524,0.0002,0.0002,,,,,,,0.81,0.08,0.08,,,,95.5,1.3,1.3,1780,90,90,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2-107 b,,EPIC 216468514,284.985375,-22.29340279,,,,,11.21,,,,0.1,0.1,0.1,1.3,0.14,0.14,1.78,0.16,0.16,F9IV,4.25,1.75,1.75,6030,120,120,,,"EPIC 216468514, 2MASS 18595649-221736"
EPIC 228754001 b,Confirmed,0.495,0.0063,0.0068,,,,1.089,0.006,0.006,9.1708,0.0025,0.0025,0.0916,0.0006,0.0006,0.29,0.049,0.049,77.56,0.51,0.47,,2017,12/07/2017,82.6,4.2,4,,,,2457608.529,0.0087,0.0087,,,,,,,,,,,,,,,,43,1.8,1.8,1586,10,10,,,,,,,Published in a refereed paper,Primary Transit,,,,,EPIC 228754001,182.1664167,-8.747175026,,,,,,,,,-0.11,0.05,0.05,1.19,0.04,0.04,4.11,0.05,0.05,K,5.5,0.4,0.4,4878,70,70,,,
HD 10442 b,Confirmed,2.1,0.15,0.15,2.1,0.15,0.15,,,,1043,9,9,2.335,0.014,0.014,0.11,0.06,0.06,,,,,2014,07/08/2016,,,,,,,,,,,,,,,,,,,,,,,,,31.5,2.2,2.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HD 10442,25.47142668,2.704379184,7.84,,,,,,,,0.11,0.03,0.03,1.56,0.09,0.09,,,,K2 IV,,,,5034,44,44,,,
HD 195689 b,Confirmed,,,,,,,,,,1.48,,,,,,,,,,,,,2017,13/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,KELT-9 b,,HD 195689,307.8598084,39.93882625,7.56,,,,,,,,,,,,,,,,,A0,,,,10170,,,,,KELT-9
J1433 b,Confirmed,57.1,0.7,0.7,,,,,,,0.054,,,,,,,,,84.36,,,,2016,24/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,,,,J1433,218.325,10.18972223,,,,,,,,,,,,0.8,0.07,0.07,,,,WD,,,,13200,200,200,,,SDSS J143317.78+101123.
K2-10 b,Confirmed,0.085,0.053,0.053,0.085,0.053,0.053,0.343,0.031,0.031,19.3044,0.0012,0.0012,,,,0.31,0.18,0.18,88.5,,,,2016,08/02/2016,,,,,,,,,,2456819.581,0.0021,0.0021,,,,,,,0.4,0.27,0.27,,,,7.3,4.2,4.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,K2-10,172.1208333,1.690555575,12.5,,,,,,,,-0.07,0.07,0.07,0.92,0.05,0.05,0.98,0.08,0.08,,,,,5620,70,70,,,EPIC 201577035
K2-26 b,Confirmed,,,,,,,0.238,0.041,0.041,14.5665,0.002,0.0016,,,,,,,89.22,1,1,,2015,08/03/2016,,,,,,,,,,2457168.504,0.0018,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,EPIC 202083828 b,,K2-26,94.20833335,24.59583336,13,,,,,,,,,,,,,,,,,M1,,,,,,,,,
K2-27 b,Confirmed,0.0972,0.014,0.014,,0.014,0.014,0.397,0.029,0.029,6.77145,0.00013,0.00013,,,,0.25,0.09,0.09,88.4,,,,2016,02/02/2017,,,,,,,,,,2456812.845,0.001,0.001,,,,,,,0.3,0.21,0.21,,,,11.8,1.8,1.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 201546283 b,,K2-27,171.5166667,0.330833349,,,,,,,,,0.14,0.07,0.07,0.89,0.05,0.05,0.85,0.06,0.06,,,,,5320,70,70,,,EPIC 201546283
K2-29 b,Confirmed,0.73,0.04,0.04,0.73,0.04,0.04,1.19,0.02,0.02,3.2588321,1.90E-06,1.90E-06,0.04217,0.00024,0.00024,0.066,0.022,0.022,86.656,0.08,0.11,,2016,13/06/2016,132,21,21,,,,,,,2453219.01,0.0022,0.0022,,,,1.5,8.7,8.7,0.58,0.02,0.02,,,,103.5,5.4,5.4,1171,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"WASP-152 b, EPIC 211089792 b",,EPIC 211089792,62.67083335,24.40194445,,,,,,,,,,,,,,,,,,G7V,,,,,,,,,"WASP-152, K2-29 "
K2-31 b,Confirmed,1.774,0.079,0.079,,,,1.06,0.35,0.35,1.25785,2.00E-06,2.00E-06,0.022,0.0018,0.0018,,,,79.9,0.8,0.8,,2016,25/01/2017,,,,,,,,,,2457191.709,0.00024,0.00024,,,,,,,0.95,0.05,0.1,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,K2-31 ,245.4408375,-23.54786669,10.8,,,,,,,,0.08,0.05,0.05,0.91,0.06,0.06,0.78,0.07,0.07,G7V,,,,5280,70,70,,,"2MASS 16214578-2332520, TYC 6794-471-1, EPIC 204129699"
K2-32 b,Confirmed,0.0519,0.0088,0.0088,,,,0.48,0.031,0.031,8.99218,0.0002,0.0002,0.0808,0.0013,0.0013,0.21,0.21,0.22,89,0.9,0.69,,2015,02/02/2017,,,,,,,,,,2456900.926,0.0009,0.0009,,,,,,,0.33,0.22,0.22,,,,5.6,0.93,0.93,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2-32 b,,EPIC 205071984,252.4261125,-19.54280002,12.31,,,,,,,,0,0.04,0.04,0.87,0.04,0.04,0.87,0.05,0.05,G9V,,,,5315,60,60,,,K2-32
K2-32 c,Confirmed,0.04,0.03993,0,,,,0.31,0.037,0.087,20.65614,0.00598,0.00598,0.1407,0.0024,0.0024,,,,88.23,2.68,1.32,,2015,02/02/2017,,,,,,,,,,2456899.431,0.0101,0.0101,,,,,,,0.74,0.46,0.18,,,,1.7,1,1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2-32 c,,EPIC 205071984,252.4261125,-19.54280002,12.31,,,,,,,,0,0.04,0.04,0.87,0.04,0.04,0.87,0.05,0.05,G9V,,,,5315,60,60,,,K2-32
K2-32 d,Confirmed,0.0343,0.015,0.015,,,,0.335,0.036,0.036,31.71922,0.00236,0.00236,0.1873,0.0031,0.0031,,,,88.4,0.65,1.06,,2015,02/02/2017,,,,,,,,,,2456903.785,0.0031,0.0031,,,,,,,,,,,,,2.4,1.1,1.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2-32 d,,EPIC 205071984,252.4261125,-19.54280002,12.31,,,,,,,,0,0.04,0.04,0.87,0.04,0.04,0.87,0.05,0.05,G9V,,,,5315,60,60,,,K2-32
K2-35 b,Confirmed,,,,,,,0.0964,0.018,0.018,2.39991,0.00035,0.00035,0.0306,0.0014,0.0014,,,,86.1,4.43,2.67,,2015,20/02/2017,,,,,,,,,,2456810.586,0.0074,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,K2-35,170.1030792,1.285955563,,,,,11.4,,,,0.04,0.04,0.04,0.663,0.088,0.088,0.601,0.086,0.086,,,,,4426,135,135,,,"2MASS J11202473+0117094, EPIC 201549860"
K2-35 c,Confirmed,,,,,,,0.151,0.026,0.026,5.60906,0.00055,0.00055,0.0539,0.0024,0.0024,,,,87.85,2.25,1.51,,2015,17/02/2017,,,,,,,,,,2456812.115,0.0038,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,K2-35,170.1030792,1.285955563,,,,,11.4,,,,0.04,0.04,0.04,0.663,0.088,0.088,0.601,0.086,0.086,,,,,4426,135,135,,,"2MASS J11202473+0117094, EPIC 201549860"
K2-60 b,Confirmed,0.426,0.037,0.037,,,,0.683,0.037,0.037,3.00265,4.00E-05,4.00E-05,0.045,0.003,0.003,,,,88.49,0.96,0.96,,2016,24/01/2017,,,,,,,,,,2456928.059,0.0007,0.0007,,,,,,,0.21,0.13,0.13,,,,61,2.6,2.6,1400,50,50,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,K2-60,338.6062083,-13.7317028,,,,,10.99,,,,0.01,0.11,0.11,0.97,0.07,0.07,1.12,0.05,0.05,G4V,10,3,3,5500,100,100,,,"EPIC 22342548-13435, 2MASS 22342548-134351"
K2-66 b,Confirmed,0.067,0.011,0.011,,,,0.222,0.021,0.03,5.06963,0.00081,0.00081,0.05983,0.00072,0.00072,,,,86.6,4.4,2.4,,2017,30/06/2017,,,,,,,2455817.009,0.0051,0.0051,,,,,,,,,,0.47,0.31,0.31,,,,7.4,1.2,1.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,K2-66,331.5267,-10.71155002,11.71,,,,,,,,-0.047,0.02,0.02,1.11,0.04,0.04,1.67,0.12,0.12,,,,,5887,46,46,,,"2MASS J22060640-1042414, TYC 5805-449-1, EPIC 206153219"
K2-8 b,Confirmed,,,,,,,0.319,0.063,0.063,10.35239,0.00086,0.00086,0.0856,0.0012,0.0012,,,,,,,,2015,02/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,K2-8,169.7936667,-0.284388895,14.384,14.029,12.829,12.318,12.245,,,,-0.01,0.13,0.11,0.79,0.04,0.03,0.74,0.02,0.03,,,,,4890,58,38,,,EPIC 201445392
K2-95 b,Confirmed,1.67,1.66,0,,,,0.33,0.018,0.018,10.134588,8.40E-05,8.40E-05,0.0653,0.0045,0.0187,0.16,0.11,0.19,89.25,0.6,0.6,,2016,14/04/2017,283,53,69,,,,,,,2457282.628,0.0011,0.0011,,,,,,,,,,,,,,,,480,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J08372705+1858360, EPIC 211916756 b, JS 183 b",,EPIC 211916756,129.3627417,18.97668614,17.1,,,,,,,,0.2,0.1,0.1,0.43,0.02,0.02,0.44,0.02,0.02,M3.5,0.8,,,3410,65,65,,,"JS 183, K2-95"
K2-97 b,Confirmed,1.1,0.11,0.11,,,,1.31,0.11,0.11,8.4061,0.0015,0.0015,,,,,,,,,,,2016,27/01/2017,,,,,,,,,,,,,,,,,,,0.933,0.007,0.006,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS 08310308+1050513 b, EPIC 211351816 b",,K2-97,127.7628542,10.84759169,,,,,,,,,0.42,0.08,0.08,1.16,0.12,0.12,4.2,0.14,0.14,,7.8,2,2,,,,,,"2MASS J08310308+1050513, EPIC 211351816"
KELT-20 b,Confirmed,3.518,3.517,0,,,,1.735,0.075,0.07,3.4741085,1.90E-07,1.90E-07,0.0542,0.0021,0.0014,,,,86.2,0.1,0.1,,2017,11/07/2017,,,,,,,2457485.75,0.0002,0.0002,,,,,,,3.4,2.1,2.1,,,,,,,,,,2230,70,60,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"MASCARA-2 b, HD 185603 b",,HD 185603,294.6613963,31.21922612,7.58,,,,,,,,-0.29,0.36,0.22,2,0.1,0.2,1.561,0.064,0.058,A2V,0.3,0.1,0.2,8981,115,115,,,"KELT-20, SAO 68614,  2MASS J19383872+3113091 "
KELT-6 b,Confirmed,0.442,0.0191,0.0192,0.442,0.019,0.019,1.18,0.11,0.11,7.845582,7.00E-07,7.00E-07,0.08,0.001,0.001,0.029,0.016,0.016,88.81,0.91,0.79,,2013,27/08/2015,308,272,30,,,,,,,2457124.51,0.00057,0.00057,,,,324,11,11,0.2,0.14,0.14,,,,41.8,1.1,1.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-6,195.9833,30.64,10.38,,,,,,,,-0.27,0.06,0.06,1.126,0.058,0.058,1.529,0.137,0.143,F,4.9,0.46,0.66,6272,61,61,,,
KIC 10024862 b,Confirmed,,,,,,,0.49,0.14,0.2,567.0445,0.02936,0.02557,,,,,,,89.868,0.19,0.095,,2015,23/05/2016,,,,,,,,,,2455192.666,0.021,0.017,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,KIC 10024862,296.8041667,46.93444446,16.4,,,,,,,,0.07,0.39,0.19,1.07,0.17,0.17,1.11,0.27,0.27,,,,,6616,358,169,,,
KIC 10255705 b,Confirmed,,,,,,,0.65,0.23,0.23,707.3793,0.0157,0.0039,1.6,0.11,0.11,0,,,89.75,0.17,0.17,,2013,25/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,"KIC 10255705 	",282.8541667,47.37750002,13.5,,,,,,,,-0.13,,,1.1,0.17,0.29,2.12,0.52,0.44,,,,,5030,143,389,,,
KIC 10905746 b,Confirmed,,,,,,,0.237,0.06,0.06,9.8844,0.0087,0.0087,0.0751,0.0014,0.0014,,,,88.42,0.42,0.42,,2011,22/09/2011,,,,,,,,,,2454971.405,0.0102,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,KIC 10905746,283.6291667,48.3911111,13,,,,,,,,-0.23,0.1,0.1,0.578,0.032,0.032,0.548,0.026,0.026,,,,,4240,112,112,,,
KIC 11152511 b,Confirmed,,,,,,,0.36,0.025,0.025,287.363,0.0136,0.0433,0.85,0.05,0.05,0.67,0.63,0.02,89.39,0.61,0.61,,2013,21/05/2014,37,213,26,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KIC 11152511,298.0625,48.72500002,14,,,,,,,,-0.1,,,1.01,0.18,0.15,2.08,0.45,0.3,,,,,5273,471,145,,,
KIC 12454613 b,Confirmed,,,,,,,0.228,0.037,0.037,736.3819,0.0211,0.0065,1.54,0.04,0.04,0.16,0.16,0.42,89.95,0.18,0.03,,2013,15/09/2015,,,,,,,,,,2455322.762,,,,,,,,,0.37,0.37,0.42,,,,,,,187,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KIC 12454613,288.1708333,51.38222224,14,,,,,,,,0.03,,,0.87,0.14,0.09,0.82,0.2,0.12,,,,,5420,158,331,,,
